Classification	ID	Name
aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/sout3240	uncl1500	Unclassified Southwestern Malakula
aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/sout3240/uncl1500	niti1250	Nititi-Vivti
aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/nort3223	nort3230	North Coast Malakula
aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/nort3223/nort3230	boto1250	Botovro-Vovo-Vao
aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753	cent2315	Central-Southeast Malakula
aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315	sout3239	Southeastern Malakula linkage
aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315	unua1238	Unua-Pangkumu
aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/sout3239	nasv1235	Nasvang-Nisvai
aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/sout3239	port1295	Port Sandwich-Axamb-Avok
aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/sout3188	seke1242	Seke-Sowa
aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/ambr1240	port1292	Orkon-Port Vato-Dakaka
aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/ambr1240/port1292	port1293	Port Vato-Dakaka
aust1307/mala1545/mala1536	nort3170	North and East Malayo-Sumbawan
aust1307/mala1545/mala1536	madu1247	Maduresic
aust1307/mala1545/mala1536/nort3170	bali1277	Bali-Sasak-Sumbawa
aust1307/mala1545/mala1536/nort3170	cham1327	Aceh-Chamic
aust1307/mala1545/mala1536/nort3170	mala1538	Malayic
aust1307/mala1545/mala1536/nort3170/bali1277	sasa1248	Sasak-Sumbawa
aust1307/mala1545/mala1536/nort3170/cham1327	cham1330	Chamic
aust1307/mala1545/mala1536/nort3170/cham1327/cham1330	coas1305	Coastal Chamic
aust1307/mala1545/mala1536/nort3170/cham1327/cham1330	high1280	Highlands Chamic
aust1307/mala1545/mala1536/nort3170/cham1327/cham1330/coas1305	cham1328	Cham
aust1307/mala1545/mala1536/nort3170/cham1327/cham1330/high1280	rade1241	Rade-Jarai
aust1307/mala1545/mala1536/nort3170/cham1327/cham1330/high1280	chru1238	Chru-Northern Cham
aust1307/mala1545/mala1536/nort3170/cham1327/cham1330/high1280/chru1238	nort3219	Northern Cham
aust1307/mala1545/mala1536/nort3170/cham1327/cham1330/high1280/chru1238	chru1240	Chruic
aust1307/mala1545/mala1536/nort3170/mala1538	west2821	Western Malayic Dayak
aust1307/mala1545/mala1536/nort3170/mala1538	nucl1806	Nuclear Malayic
aust1307/mala1545/mala1536/nort3170/mala1538	iban1263	Ibanic
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806	high1292	South Sumatra Malay
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806	vehi1234	Vehicular Malay
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806	stan1327	Standard Malay-Indonesian
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806	east2755	East Borneo Malay
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806	sing1270	Greater Riau-Johoric
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806	cent2391	Central Sumatran Malay
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806	beta1260	Betawic
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806	nort3388	Northern Sumatra Malay
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/vehi1234	east2743	Eastern Indonesia Trade Malay
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/vehi1234/east2743	mana1300	Manadoic Malay
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/vehi1234/east2743	ambo1253	Ambonic Malay
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/east2755	banj1240	Banjar-Berau-Brunei Malay
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/east2755/banj1240	banj1241	Banjar-Bukit Malay
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/east2755/banj1240	bera1266	Berau-Brunei Malay
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/east2755/banj1240/bera1266	brun1252	Bruneic Malay
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/east2755/banj1240/bera1266/brun1252	brun1246	Brunei-Bacan Malay
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/sing1270	keda1253	Northeastern Peninsular Malay
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/cent2391	musi1243	Music
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/nort3388	keri1253	Kerinci-Minangkabau
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/nort3388	bang1370	Bangka-Belitung Malay
aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/nort3388/keri1253	mina1280	Minangkabauic
aust1307/mala1545/mala1536/nort3170/mala1538/iban1263	iban1269	Iban-Mualang-Seberuang
aust1307/mala1545/mala1536/nort3170/mala1538/iban1263/iban1269	iban1270	Iban-Seberuang
aust1307/mala1545/mala1536/nort3170/mala1538/iban1263/iban1269/iban1270	nort3387	Northern Iban
aust1307/mala1545/nunu1252	piru1243	Piru Bay
aust1307/mala1545/nunu1252	thre1238	Three Rivers
aust1307/mala1545/nunu1252	pata1263	Patakai-Manusela
aust1307/mala1545/nunu1252/piru1243	west2843	West Piru Bay
aust1307/mala1545/nunu1252/piru1243	east2752	East Piru Bay
aust1307/mala1545/nunu1252/piru1243/west2843	hoam1238	Hoamoal
aust1307/mala1545/nunu1252/piru1243/west2843/hoam1238	east2468	East Hoamoal
aust1307/mala1545/nunu1252/piru1243/west2843/hoam1238	west2853	West Hoamoal
aust1307/mala1545/nunu1252/piru1243/east2752	east2757	Eastern Littoral Piru Bay
aust1307/mala1545/nunu1252/piru1243/east2752	sole1243	Solehua
aust1307/mala1545/nunu1252/piru1243/east2752/sole1243	sera1270	Seram Straits
aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270	ambo1254	Ambonic
aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270	ulia1238	Uliase
aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ambo1254	nort3236	Northeast Ambon
aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ambo1254	cent2289	Central Ambon
aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ulia1238	hatu1247	Hatuhaha
aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ulia1238/hatu1247	hatu1244	Saparuan
aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ulia1238/hatu1247/hatu1244	sapa1250	Saparua-Latu
aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ulia1238/hatu1247/hatu1244	elpa1239	Elpaputi
aust1307/mala1545/nunu1252/thre1238	amal1243	Amalumute
aust1307/mala1545/nunu1252/thre1238/amal1243	nort3221	Northwest Seram
aust1307/mala1545/nunu1252/thre1238/amal1243/nort3221	ulat1237	Ulat Inai
aust1307/mala1545/nunu1252/pata1263	nuau1240	Patakai
aust1307/mala1545/nunu1252/pata1263	manu1263	Manusela-Huaulu
aust1307/mala1545/land1261	beny1238	Benyadu-Bekati
aust1307/mala1545/land1261	bida1239	Bidayuh-Southern Land Dayak
aust1307/mala1545/land1261/beny1238	baka1275	Bakati'
aust1307/mala1545/land1261/beny1238/baka1275	rara1236	Rara-Sara Bakati'
aust1307/mala1545/land1261/bida1239	sout2922	Southern Land Dayak
aust1307/mala1545/land1261/bida1239	bida1237	Bidayuh-Rejang
aust1307/mala1545/land1261/bida1239/bida1237	sado1238	Sadong-Rejang
aust1307/mala1545/grea1284	pala1354	Palawanic
aust1307/mala1545/grea1284	suba1253	Subanen
aust1307/mala1545/grea1284	cent2246	Central Philippine
aust1307/mala1545/grea1284	sout2915	South Mangyan
aust1307/mala1545/grea1284	dana1253	Danaw
aust1307/mala1545/grea1284	mano1276	Manobo
aust1307/mala1545/grea1284	goro1257	Gorontalo-Mongondow
aust1307/mala1545/grea1284/pala1354	sout3165	Southern Palawanic
aust1307/mala1545/grea1284/pala1354	nort3185	Northern Palawanic
aust1307/mala1545/grea1284/pala1354/sout3165	molb1238	Molbog-Palawan
aust1307/mala1545/grea1284/pala1354/sout3165/molb1238	nucl1738	Nuclear Palawan
aust1307/mala1545/grea1284/pala1354/sout3165/molb1238/nucl1738	broo1240	Brooke-Canipaan Palawan
aust1307/mala1545/grea1284/pala1354/nort3185	bata1317	Batak-Central Tagbanwa
aust1307/mala1545/grea1284/suba1253	nucl1726	Nuclear Subanen
aust1307/mala1545/grea1284/suba1253	west2811	Western Subanen
aust1307/mala1545/grea1284/suba1253/nucl1726	east2769	East Nuclear Subanen
aust1307/mala1545/grea1284/cent2246	alab1255	Alabat-Manide Agta
aust1307/mala1545/grea1284/cent2246	bisa1268	Bisayan
aust1307/mala1545/grea1284/cent2246	mans1261	Mansakan
aust1307/mala1545/grea1284/cent2246	taga1280	Tagalogic
aust1307/mala1545/grea1284/cent2246	biko1240	Bikol
aust1307/mala1545/grea1284/cent2246/bisa1268	unun9997	Unclassified Bisayan
aust1307/mala1545/grea1284/cent2246/bisa1268	west2820	West Bisayan
aust1307/mala1545/grea1284/cent2246/bisa1268	negr1236	Negrosanon
aust1307/mala1545/grea1284/cent2246/bisa1268	cent2263	Central Bisayan
aust1307/mala1545/grea1284/cent2246/bisa1268	sout3175	South Bisayan
aust1307/mala1545/grea1284/cent2246/bisa1268/west2820	kuya1251	Kuyan
aust1307/mala1545/grea1284/cent2246/bisa1268/west2820	kina1255	Kinarayan
aust1307/mala1545/grea1284/cent2246/bisa1268/west2820/kuya1251	data1234	Datagnon-Santa Teresa-Semirara
aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263	wara1304	Warayan
aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263	peri1261	Peripheral Central Bisayan
aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263/wara1304	sama1315	Samar-Waray
aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263/peri1261	masb1239	Masbate-Sorsogon
aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263/peri1261	capi1240	Capiznon-Ilonggo-Kawayan
aust1307/mala1545/grea1284/cent2246/bisa1268/sout3175	suri1274	Surigao
aust1307/mala1545/grea1284/cent2246/bisa1268/sout3175	butu1243	Butuan-Tausug
aust1307/mala1545/grea1284/cent2246/mans1261	west2552	Western Mansakan
aust1307/mala1545/grea1284/cent2246/mans1261	east2477	Eastern Mansakan
aust1307/mala1545/grea1284/cent2246/mans1261/west2552	kaga1259	Kagan-Kalagan
aust1307/mala1545/grea1284/cent2246/taga1280	taga1269	Tagalog-Filipino
aust1307/mala1545/grea1284/cent2246/biko1240	inla1266	Inland Bikol
aust1307/mala1545/grea1284/cent2246/biko1240	inag1234	Inagta Bikol
aust1307/mala1545/grea1284/cent2246/biko1240	coas1315	Coastal Bikol
aust1307/mala1545/grea1284/sout2915	buhi1244	Buhid-Taubuid
aust1307/mala1545/grea1284/sout2915/buhi1244	bata1318	Batangan
aust1307/mala1545/grea1284/mano1276	nort2884	North Manobo
aust1307/mala1545/grea1284/mano1276	cent2255	Central and Southern Manobo
aust1307/mala1545/grea1284/mano1276/nort2884	kina1254	Kinamiguin-Bukidnon
aust1307/mala1545/grea1284/mano1276/nort2884/kina1254	buki1251	Bukidnon
aust1307/mala1545/grea1284/mano1276/cent2255	sout2913	South Manobo
aust1307/mala1545/grea1284/mano1276/cent2255	east2778	East-West-Central Manobo
aust1307/mala1545/grea1284/mano1276/cent2255/sout2913	sara1347	Sarangani-Tasaday-Cotabato
aust1307/mala1545/grea1284/mano1276/cent2255/east2778	east2742	East and Central Manobo
aust1307/mala1545/grea1284/mano1276/cent2255/east2778	west2829	West Manobo
aust1307/mala1545/grea1284/mano1276/cent2255/east2778/east2742	cent2088	Central Manobo
aust1307/mala1545/grea1284/mano1276/cent2255/east2778/east2742	east2478	East Manobo
aust1307/mala1545/grea1284/mano1276/cent2255/east2778/west2829	west2554	WBM-Livunganen-Ilianen
aust1307/mala1545/grea1284/goro1257	goro1273	Gorontalic
aust1307/mala1545/grea1284/goro1257	mong1346	Mongondowic
aust1307/mala1545/bata1315	yami1257	Yami-Itbayat
aust1307/mala1545/nort2829	nucl1463	Nuclear Barrier Islands
aust1307/mala1545/nort2829	toba1265	Batakic
aust1307/mala1545/nort2829/nucl1463	ment1248	Mentawai-Nias-Sikule
aust1307/mala1545/nort2829/nucl1463/ment1248	nias1241	Nias-Sikule
aust1307/mala1545/nort2829/toba1265	sout3166	Southern Batak
aust1307/mala1545/nort2829/toba1265	nort2831	Northern Batak
aust1307/mala1545/nort2829/toba1265/sout3166	sout2849	Tobaic
aust1307/mala1545/nort2829/toba1265/sout3166/sout2849	angk1248	Angkola-Mandailing
aust1307/mala1545/tani1260	east2900	Eastern Bomberai
aust1307/mala1545/tani1260	teor1239	Teor-Kur
aust1307/mala1545/tani1260	keit1238	Nuclear Tanimbar-Bomberai
aust1307/mala1545/tani1260/east2900	bomb1263	Nuta
aust1307/mala1545/tani1260/east2900	nabi1238	Nabi-Irarutu
aust1307/mala1545/tani1260/keit1238	keif1237	Kei-Fordata
aust1307/mala1545/tani1260/keit1238	yamd1241	Yamdena-Onin
aust1307/mala1545/tani1260/keit1238/yamd1241	onin1244	Oninic
aust1307/mala1545/sout2923	maka1310	Makassaric
aust1307/mala1545/sout2923	bugi1243	Tamanic-Bugis
aust1307/mala1545/sout2923	nort2894	Northern South Sulawesi
aust1307/mala1545/sout2923	ramp1244	Rampi-Seko-Badaic
aust1307/mala1545/sout2923/maka1310	nucl1727	Nuclear Makassaric
aust1307/mala1545/sout2923/maka1310	konj1250	Konjo
aust1307/mala1545/sout2923/bugi1243	bugi1245	Bugis
aust1307/mala1545/sout2923/bugi1243	tama1334	Tamanic
aust1307/mala1545/sout2923/nort2894	mase1250	Masenrempulu
aust1307/mala1545/sout2923/nort2894	tora1260	Torajic
aust1307/mala1545/sout2923/nort2894	pitu1237	Pitu Ulunna Salu
aust1307/mala1545/sout2923/nort2894/pitu1237	mata1312	Matangnga-Aralle-Tabulahan
aust1307/mala1545/sout2923/ramp1244	seko1241	Seko
aust1307/mala1545/sout2923/ramp1244	bada1260	Badaic
aust1307/mala1545/sout2923/ramp1244/seko1241	pana1302	Panasuanic
aust1307/mala1545/west2817	sula1247	Sula-Buru
aust1307/mala1545/west2817/sula1247	buru1322	Buruic
aust1307/mala1545/cele1242	kail1255	Kaili-Wolio
aust1307/mala1545/cele1242	grea1299	Greater Eastern Celebic
aust1307/mala1545/cele1242/kail1255	wotu1239	Southern Kaili-Wolio
aust1307/mala1545/cele1242/kail1255	nort2898	Northern Kaili-Wolio
aust1307/mala1545/cele1242/kail1255/wotu1239	isla1281	Island Kaili-Wolio
aust1307/mala1545/cele1242/kail1255/wotu1239/isla1281	kala1393	Kalao-Laiyolo
aust1307/mala1545/cele1242/kail1255/wotu1239/isla1281	woli1240	Wolio-Kamaru
aust1307/mala1545/cele1242/kail1255/nort2898	umas1234	Uma-Sarudu
aust1307/mala1545/cele1242/kail1255/nort2898	pamo1251	Pamona-Tombelala
aust1307/mala1545/cele1242/kail1255/nort2898	kail1254	Greater Kaili
aust1307/mala1545/cele1242/kail1255/nort2898/kail1254	comm1248	Common Kaili
aust1307/mala1545/cele1242/kail1255/nort2898/kail1254	kula1284	Kulawi
aust1307/mala1545/cele1242/grea1299	tomi1242	Tominic
aust1307/mala1545/cele1242/grea1299	east2488	Eastern Celebic
aust1307/mala1545/cele1242/grea1299/tomi1242	sout2925	Southern Tomini
aust1307/mala1545/cele1242/grea1299/tomi1242	nort2897	Northern Tomini
aust1307/mala1545/cele1242/grea1299/east2488	sout2928	Southeastern Celebic
aust1307/mala1545/cele1242/grea1299/east2488	salu1251	Saluan-Banggai
aust1307/mala1545/cele1242/grea1299/east2488/sout2928	muna1246	Muna-Buton
aust1307/mala1545/cele1242/grea1299/east2488/sout2928	bung1268	Bungku-Tolaki
aust1307/mala1545/cele1242/grea1299/east2488/sout2928/muna1246	tuka1246	Tukangbesi-Bonerate
aust1307/mala1545/cele1242/grea1299/east2488/sout2928/muna1246	nucl1573	Nuclear Muna-Buton
aust1307/mala1545/cele1242/grea1299/east2488/sout2928/muna1246/tuka1246	tuka1247	Tukang Besi
aust1307/mala1545/cele1242/grea1299/east2488/sout2928/muna1246/nucl1573	buto1237	Butonic
aust1307/mala1545/cele1242/grea1299/east2488/sout2928/muna1246/nucl1573	muni1256	Munan
aust1307/mala1545/cele1242/grea1299/east2488/sout2928/muna1246/nucl1573/buto1237	east2751	East Buton
aust1307/mala1545/cele1242/grea1299/east2488/sout2928/muna1246/nucl1573/muni1256	muni1259	Munic
aust1307/mala1545/cele1242/grea1299/east2488/sout2928/muna1246/nucl1573/muni1256/muni1259	west2847	Western Munic
aust1307/mala1545/cele1242/grea1299/east2488/sout2928/bung1268	east2489	Eastern Bungku-Tolaki
aust1307/mala1545/cele1242/grea1299/east2488/sout2928/bung1268	west2566	Western Bungku-Tolaki
aust1307/mala1545/cele1242/grea1299/east2488/sout2928/bung1268/east2489	east2490	East Coast Bungku-Tolaki
aust1307/mala1545/cele1242/grea1299/east2488/sout2928/bung1268/west2566	inte1258	Interior Bungku-Tolaki
aust1307/mala1545/cele1242/grea1299/east2488/sout2928/bung1268/west2566	west2567	West Coast Bungku-Tolaki
aust1307/mala1545/cele1242/grea1299/east2488/salu1251	west2571	Western Saluan-Banggai
aust1307/mala1545/cele1242/grea1299/east2488/salu1251	east2491	Eastern Saluan-Banggai
aust1307/mala1545/cele1242/grea1299/east2488/salu1251	tali1261	Taliaboic
aust1307/mala1545/cele1242/grea1299/east2488/salu1251/west2571	salu1252	Saluanic
aust1307/mala1545/cele1242/grea1299/east2488/salu1251/west2571/salu1252	batu1263	Batui-Saluan
aust1307/mala1545/nort3238	caga1241	Cagayan Valley
aust1307/mala1545/nort3238	meso1254	Meso-Cordilleran
aust1307/mala1545/nort3238	nort3187	Northeastern Luzon
aust1307/mala1545/nort3238	unun9992	Unclassified Northern Luzon
aust1307/mala1545/nort3238/caga1241	iban1268	Ibanagic
aust1307/mala1545/nort3238/caga1241/iban1268	gadd1245	Gaddangic
aust1307/mala1545/nort3238/caga1241/iban1268	atta1244	Atta
aust1307/mala1545/nort3238/caga1241/iban1268/gadd1245	caga1242	Cagayan-Baliwon Gaddang
aust1307/mala1545/nort3238/meso1254	sout3211	South-Central Cordilleran
aust1307/mala1545/nort3238/meso1254/sout3211	sout2907	Southern Cordilleran
aust1307/mala1545/nort3238/meso1254/sout3211	cent2296	Central Cordilleran
aust1307/mala1545/nort3238/meso1254/sout3211/sout2907	west2550	West Southern Cordilleran
aust1307/mala1545/nort3238/meso1254/sout3211/sout2907/west2550	nucl1542	Nuclear Southern Cordilleran
aust1307/mala1545/nort3238/meso1254/sout3211/sout2907/west2550/nucl1542	kall1244	Kalanguya
aust1307/mala1545/nort3238/meso1254/sout3211/cent2296	nucl1754	Nuclear Cordilleran
aust1307/mala1545/nort3238/meso1254/sout3211/cent2296	kali1310	Kalinga-Itneg
aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/nucl1754	bont1246	Bontok-Kankanay
aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/nucl1754	ifug1247	Ifugaw
aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/nucl1754/bont1246	kank1245	Kankanay
aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/nucl1754/bont1246	bont1247	Bontok
aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/nucl1754/bont1246/kank1245	maen1236	Maeng-Northern Kankanay
aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/nucl1754/ifug1247	bata1319	Batad-Mayoyao
aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310	itne1252	Itneg
aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310	kali1311	Kalinga
aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310/kali1311	cent2282	Central and South Kalinga
aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310/kali1311	nort3226	Northern Kalinga
aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310/kali1311	masa1325	Masadiit
aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310/kali1311/cent2282	sout3203	South Kalinga
aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310/kali1311/cent2282/sout3203	sout3207	Southeastern Kalinga
aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310/kali1311/nort3226	nort3231	Northwest Kalinga
aust1307/mala1545/nort3238/nort3187	nucl1755	Nuclear Northeastern Luzon
aust1307/mala1545/nort3238/nort3187/nucl1755	para1320	Paranan-Pahanan
aust1307/mala1545/bima1248	flor1240	Flores-Sumba-Hawu
aust1307/mala1545/bima1248	flor1239	Flores-Lembata
aust1307/mala1545/bima1248/flor1240	flor1241	Flores Barat
aust1307/mala1545/bima1248/flor1240	sumb1242	Sumba-Hawu
aust1307/mala1545/bima1248/flor1240/flor1241	mang1430	Manggaraiic
aust1307/mala1545/bima1248/flor1240/flor1241	ngad1265	Central Flores-Paluqe
aust1307/mala1545/bima1248/flor1240/flor1241/mang1430	waer1238	Waerana-Razong
aust1307/mala1545/bima1248/flor1240/flor1241/mang1430	mang1436	Manggarai Khusus
aust1307/mala1545/bima1248/flor1240/flor1241/ngad1265	ngad1266	Central Flores
aust1307/mala1545/bima1248/flor1240/flor1241/ngad1265/ngad1266	ende1245	Eastern Central Flores
aust1307/mala1545/bima1248/flor1240/flor1241/ngad1265/ngad1266	ngad1267	Ngada
aust1307/mala1545/bima1248/flor1240/flor1241/ngad1265/ngad1266/ende1245	ende1247	Ende-Lio
aust1307/mala1545/bima1248/flor1240/flor1241/ngad1265/ngad1266/ende1245	nage1238	Nage-Keo
aust1307/mala1545/bima1248/flor1240/sumb1242	hawu1234	Hawu-Dhao
aust1307/mala1545/bima1248/flor1240/sumb1242	sumb1243	Sumba
aust1307/mala1545/bima1248/flor1240/sumb1242/sumb1243	kamb1320	Central-East Sumbanese
aust1307/mala1545/bima1248/flor1240/sumb1242/sumb1243	kodi1251	Kodi-Gaura
aust1307/mala1545/bima1248/flor1240/sumb1242/sumb1243	wewe1239	Wewewa-Laboya
aust1307/mala1545/bima1248/flor1240/sumb1242/sumb1243/kamb1320	cent2307	Central Sumbanese
aust1307/mala1545/bima1248/flor1239	lama1297	Lamaholot Timur
aust1307/mala1545/bima1248/flor1239	lama1294	Lamaholot Tengah
aust1307/mala1545/bima1248/flor1239	lama1293	Lamaholot Barat
aust1307/mala1545/bima1248/flor1239/lama1294	levu1240	Southeast Lembata
aust1307/mala1545/bima1248/flor1239/lama1293	nort3216	North Lembata-Adonara
aust1307/mala1545/bima1248/flor1239/lama1293	flor1242	Flores Lamaholot
aust1307/mala1545/java1253	mode1251	Modern Javanese
aust1307/mala1545/basa1291	grea1283	Greater Barito linkage
aust1307/mala1545/basa1291/grea1283	bari1287	Barito-Mahakam
aust1307/mala1545/basa1291/grea1283	sout2919	Southeast Barito
aust1307/mala1545/basa1291/grea1283	nort2888	North East Greater Barito
aust1307/mala1545/basa1291/grea1283	sama1302	Sama-Bajaw
aust1307/mala1545/basa1291/grea1283	sout2921	South West Greater Barito
aust1307/mala1545/basa1291/grea1283	nort2891	North West Greater Barito
aust1307/mala1545/basa1291/grea1283/sout2919	mala1537	Malagasic
aust1307/mala1545/basa1291/grea1283/sout2919	maan1240	Maanyan-Paku
aust1307/mala1545/basa1291/grea1283/sout2919/mala1537	sout3174	Southwestern Malagasic
aust1307/mala1545/basa1291/grea1283/sout2919/mala1537	nort3196	North-Central Malagasic
aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/sout3174	sout3346	South West-Central Malagasic
aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/sout3174/sout3346	nucl1799	Nuclear South West-Central Malagasic
aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/sout3174/sout3346/nucl1799	inla1273	Inland-Western Malagasic
aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/sout3174/sout3346/nucl1799/inla1273	saka1299	Western Malagasic
aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/sout3174/sout3346/nucl1799/inla1273	bara1407	Bara-Tanosy
aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/nort3196	cent2382	Central-Eastern Malagasic
aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/nort3196	nort3207	Northern Malagasic
aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/nort3196/nort3207	tsim1259	Tsimihety-Betsimisaraka
aust1307/mala1545/basa1291/grea1283/sama1302	sulu1242	Sulu-Borneo
aust1307/mala1545/basa1291/grea1283/sama1302/sulu1242	born1254	Borneo Coast Bajaw
aust1307/mala1545/basa1291/grea1283/sama1302/sulu1242	inne1244	Inner Sulu Sama
aust1307/mala1545/aruu1241	ujir1238	Ujir-Kola-Kompane
aust1307/mala1545/aruu1241	cent2309	Central Aru
aust1307/mala1545/aruu1241	batu1262	Batuley-Mariri
aust1307/mala1545/aruu1241	kare1350	Karey-Barakai
aust1307/mala1545/aruu1241/ujir1238	kola1292	Kola-Kompane
aust1307/mala1545/aruu1241/cent2309	dobe1243	Dobel-Koba
aust1307/west2572	cent2106	Central Western Plains
boro1281	boro1285	Bororo-Otuke
kart1248	geor1252	Georgian-Zan
kart1248/geor1252	zann1245	Zan
kart1248/geor1252	geor1253	Georgic
dogo1299	nang1263	Nangan Dogon
dogo1299	plai1257	Plains Dogon
dogo1299	nort2824	North Plateau Dogon
dogo1299	west2779	West Dogon
dogo1299	esca1235	Escarpment Dogon
dogo1299/plai1257	west2508	Western Plains Dogon
dogo1299/nort2824	yand1255	Yanda-Bondum-Tebul
dogo1299/nort2824/yand1255	yand1256	Yanda-Ana
dogo1299/west2779	pena1272	Penangic
book1242	pend1244	Pending Report Release
kuni1270	weri1254	Weric
guai1249	guai1250	Guaicuru del Sur
guai1249/guai1250	qomm1235	Qom
guai1249/guai1250/qomm1235	pila1244	Pilaga-Toba
kolo1268	kima1245	Kimaama-Riantana
saha1256	west2505	Western Saharan
saha1256	east2432	Eastern Saharan
saha1256/west2505	tebu1238	Tebu
saha1256/west2505	kanu1279	Kanuri-Kanembu
saha1256/west2505/kanu1279	kane1244	Kanembuic
saha1256/west2505/kanu1279	kanu1281	Kanuric
saha1256/west2505/kanu1279/kanu1281	east2718	East Kanuri
tung1282	east2366	Central Tungusic
tung1282	nort3147	Northern Tungusic
tung1282	manc1250	Manchu-Jurchen
tung1282/east2366	cent2235	Central-Eastern Tungusic
tung1282/east2366	orok1264	Central-Western Tungusic
tung1282/east2366/orok1264	ulch1242	Ulchaic
tung1282/nort3147	west2427	Northwestern Tungusic
tung1282/manc1250	manc1251	Manchu-Xibe
east2386	akak1254	Aka-Kelo-Molo
lake1255	east2500	East Lakes Plain
lake1255	farw1236	Far West Lakes Plain
lake1255	tari1255	Tariku
lake1255/farw1236	rasa1242	Rasawa-Saponi
lake1255/tari1255	cent2110	Central Tariku
lake1255/tari1255	east2502	East Tariku
lake1255/tari1255	west2582	West Tariku
lake1255/tari1255/east2502	erit1238	Eritai-Obokuitai-Biritai
lake1255/tari1255/east2502	dout1239	Doutai-Kai-Waritai
lake1255/tari1255/west2582	fayu1239	Fayu-Kirikiri
eski1264	aleu1261	Aleutic
eski1264	eski1265	Eskimo
